MeasureId,MeasureName,MeasureType,StratificationLevel,StateFips,StateName,CountyFips,CountyName,ReportYear,Value,Unit,UnitName,DataOrigin,MonitorOnly,NumFacilities
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,21,KENTUCKY,21111,JEFFERSON,2011,12.8238412328767,µg/m³,Micograms per cubic meter,Monitor Only,1,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,55,WISCONSIN,55055,JEFFERSON,2011,10.7768683616438,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,39,OHIO,39087,LAWRENCE,2011,10.7756944444444,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39087,LAWRENCE,2011,11.443250490411,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,42,PENNSYLVANIA,42073,LAWRENCE,2011,11.8375846164383,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,29,MISSOURI,29201,SCOTT,2011,10.6213121972603,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,47,TENNESSEE,47151,SCOTT,2011,9.85767078356165,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,27,MINNESOTA,27139,SCOTT,2011,7.94084126984127,µg/m³,Micograms per cubic meter,Monitor Only,1,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,27,MINNESOTA,27139,SCOTT,2011,10.3948962958904,µg/m³,Micograms per cubic meter,Monitor Only,1,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,28,MISSISSIPPI,28123,SCOTT,2011,9.95134990136986,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,21,KENTUCKY,21209,SCOTT,2011,10.896205969863,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,6,CALIFORNIA,6083,SANTA BARBARA,2011,9.17762696712329,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,33,NEW HAMPSHIRE,33015,ROCKINGHAM,2011,6.4480644499179,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,33,NEW HAMPSHIRE,33015,ROCKINGHAM,2011,9.13907617260274,µg/m³,Micograms per cubic meter,Monitor Only,1,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,51,VIRGINIA,51165,ROCKINGHAM,2011,9.5714880952381,µg/m³,Micograms per cubic meter,Monitor Only,1,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,51,VIRGINIA,51165,ROCKINGHAM,2011,9.63503309863013,µg/m³,Micograms per cubic meter,Monitor Only,1,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,29,MISSOURI,29157,PERRY,2011,10.0744305671233,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39127,PERRY,2011,11.2164919534247,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,28,MISSISSIPPI,28111,PERRY,2011,9.51534158356165,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,21,KENTUCKY,21193,PERRY,2011,9.778308715068492,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,12,FLORIDA,12133,WASHINGTON,2011,9.74184884383562,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,19,IOWA,19183,WASHINGTON,2011,10.7252360219178,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39167,WASHINGTON,2011,11.7811741369863,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,3
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,13,GEORGIA,13303,WASHINGTON,2011,11.3208045977011,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,13,GEORGIA,13303,WASHINGTON,2011,11.6608226191781,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,27,MINNESOTA,27163,WASHINGTON,2011,10.8643676356164,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,3
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,42,PENNSYLVANIA,42125,WASHINGTON,2011,10.7556973461612,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,42,PENNSYLVANIA,42125,WASHINGTON,2011,10.92981,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,48,TEXAS,48477,WASHINGTON,2011,9.351923646575353,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,9
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,37,NORTH CAROLINA,37187,WASHINGTON,2011,9.01285558630137,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,17,ILLINOIS,17189,WASHINGTON,2011,10.4020875232877,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,3
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,18,INDIANA,18175,WASHINGTON,2011,11.0993923342466,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,28,MISSISSIPPI,28151,WASHINGTON,2011,10.4399888493151,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,51,VIRGINIA,51191,WASHINGTON,2011,10.0396206219178,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,36,NEW YORK,36115,WASHINGTON,2011,9.08117633150686,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,21,KENTUCKY,21229,WASHINGTON,2011,10.2823239616438,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,31,NEBRASKA,31177,WASHINGTON,2011,9.1351896235948,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,31,NEBRASKA,31177,WASHINGTON,2011,9.50362409589042,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,40,OKLAHOMA,40147,WASHINGTON,2011,10.6037462136986,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,55,WISCONSIN,55131,WASHINGTON,2011,10.4642144986301,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,39,OHIO,39085,LAKE,2011,9.644166666666672,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39085,LAKE,2011,11.1920571780822,µg/m³,Micograms per cubic meter,Monitor Only,1,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,6,CALIFORNIA,6033,LAKE,2011,3.5015625,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,6,CALIFORNIA,6033,LAKE,2011,5.90269387945205,µg/m³,Micograms per cubic meter,Monitor Only,1,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,18,INDIANA,18089,LAKE,2011,13.3524992152147,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,18,INDIANA,18089,LAKE,2011,13.6639080027397,µg/m³,Micograms per cubic meter,Monitor Only,1,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,19,IOWA,19137,MONTGOMERY,2011,9.04011955636956,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,19,IOWA,19137,MONTGOMERY,2011,9.17471550410959,µg/m³,Micograms per cubic meter,Monitor Only,1,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,39,OHIO,39113,MONTGOMERY,2011,12.1647926267281,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39113,MONTGOMERY,2011,12.3342321232877,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,13,GEORGIA,13209,MONTGOMERY,2011,10.8552596575342,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,3
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,42,PENNSYLVANIA,42091,MONTGOMERY,2011,10.2295482795239,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,42,PENNSYLVANIA,42091,MONTGOMERY,2011,10.2218930849315,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,48,TEXAS,48339,MONTGOMERY,2011,11.3908551890411,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,18,INDIANA,18107,MONTGOMERY,2011,11.1510914219178,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,1,ALABAMA,1101,MONTGOMERY,2011,11.3171449758991,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,1,ALABAMA,1101,MONTGOMERY,2011,11.3424420931507,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,21,KENTUCKY,21173,MONTGOMERY,2011,10.1199467972603,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,12,FLORIDA,12105,POLK,2011,7.49721264367816,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,12,FLORIDA,12105,POLK,2011,8.10829494520548,µg/m³,Micograms per cubic meter,Monitor Only,1,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,19,IOWA,19153,POLK,2011,9.552371794871792,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,19,IOWA,19153,POLK,2011,9.54662246575342,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,37,NORTH CAROLINA,37149,POLK,2011,10.0521671890411,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,3
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,55,WISCONSIN,55095,POLK,2011,9.05542938356164,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,42,PENNSYLVANIA,42041,CUMBERLAND,2011,11.2318202881054,µg/m³,Micograms per cubic meter,Monitor Only,1,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,42,PENNSYLVANIA,42041,CUMBERLAND,2011,11.2988069972603,µg/m³,Micograms per cubic meter,Monitor Only,1,2
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,37,NORTH CAROLINA,37051,CUMBERLAND,2011,9.74177083333333,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,37,NORTH CAROLINA,37051,CUMBERLAND,2011,10.6276140520548,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,17,ILLINOIS,17035,CUMBERLAND,2011,10.8008279452055,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,6,CALIFORNIA,6045,MENDOCINO,2011,6.40614190958904,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,21,KENTUCKY,21149,MCLEAN,2011,11.0569083424658,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,29,MISSOURI,29115,LINN,2011,9.62830856438357,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,34,NEW JERSEY,34015,GLOUCESTER,2011,9.4248275862069,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,34,NEW JERSEY,34015,GLOUCESTER,2011,10.8422268794521,µg/m³,Micograms per cubic meter,Monitor Only,1,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,47,TENNESSEE,47141,PUTNAM,2011,9.48049292661362,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,47,TENNESSEE,47141,PUTNAM,2011,9.97029104931506,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39137,PUTNAM,2011,11.0734692383562,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,17,ILLINOIS,17155,PUTNAM,2011,10.5250569123288,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,18,INDIANA,18133,PUTNAM,2011,11.2152163616438,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,2
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,36,NEW YORK,36079,PUTNAM,2011,9.511473821917813,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39169,WAYNE,2011,12.488022490411,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,13,GEORGIA,13305,WAYNE,2011,10.3710874876712,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,42,PENNSYLVANIA,42127,WAYNE,2011,8.61303972054794,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,18,INDIANA,18177,WAYNE,2011,11.278098769863,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,26,MICHIGAN,26163,WAYNE,2011,11.2936108059523,µg/m³,Micograms per cubic meter,Monitor Only,1,3
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,26,MICHIGAN,26163,WAYNE,2011,11.847397260274,µg/m³,Micograms per cubic meter,Monitor Only,1,3
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,48,TEXAS,48263,KENT,2011,7.41113325479453,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,10,DELAWARE,10001,KENT,2011,9.059253119166907,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,10,DELAWARE,10001,KENT,2011,9.45680433972603,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,17,ILLINOIS,17027,CLINTON,2011,10.8595547287671,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,26,MICHIGAN,26037,CLINTON,2011,10.0429860082192,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,39,OHIO,39083,KNOX,2011,11.2742584109589,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
87,Annual average ambient concentrations of PM2.5 in micrograms per cubic meter (based on seasonal averages and daily measurement),Average,State x County,42,PENNSYLVANIA,42133,YORK,2011,11.6488383681786,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,42,PENNSYLVANIA,42133,YORK,2011,11.823701679452,µg/m³,Micograms per cubic meter,Monitor Only,1,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,47,TENNESSEE,47083,HOUSTON,2011,9.58577101643835,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
296,"Annual average ambient concentrations of PM 2.5 in micrograms per cubic meter, based on seasonal averages and daily measurement (monitor and modeled data)",Average,State x County,48,TEXAS,48225,HOUSTON,2011,9.47256342465753,µg/m³,Micograms per cubic meter,Monitor & Modeled,0,1
