Address Line 1,City,CO2 Emission,County,Facility ID,Gas Code,Gas Name,Latitude,Longitude,State Name,Year,Zip Code,Facility Name,geometry,is_major_city,distance_to_nearest_major_city
1185 NEW PEACH ST,VINELAND,4.768,CUMBERLAND,1001065,N2O,NITROUS OXIDE,39.4903,-75.0486,NEW JERSEY,2011,8360,WEST STATION,POINT (1771125.5043817388 2025890.577446605),no,58429.815836106536
Road PR-2  Km 26.7,DORADO,237300.0,DORADO,1006164,CO2,CARBON DIOXIDE,18.3944,-66.2976,PUERTO RICO,2011,646,ARGOS SAN JUAN  CORP.,POINT (3205473.8497631648 9133.027575152239),no,25957.43222362913
1125 Muscat Avenue,SANGER,32.482,FRESNO,1005044,N2O,NITROUS OXIDE,36.68508,-119.55227,CALIFORNIA,2011,93657,ALGONQUIN POWER SANGER  LLC,POINT (-2063846.415489317 1772533.0425818122),no,213853.97400021413
405 W SHERMAN AVE,KINGMAN,2.0,KINGMAN,1000643,CH4,METHANE,37.642012,-98.117502,KANSAS,2011,67068,KINGMAN MUNICIPAL POWER PLANT,POINT (-185061.7906046467 1624763.6973537027),no,350195.1179809115
MCKENZIE HALL 6111,HANOVER,55.5,GRAFTON,1005264,CH4,METHANE,43.701389,-72.288333,NEW HAMPSHIRE,2011,3755,DARTMOUTH COLLEGE HEATING PLANT,POINT (1883552.4040375145 2537218.740290294),no,182666.8251929362
755 F STREET,FRESNO,32851.0,FRESNO,1005658,CO2,CARBON DIOXIDE,36.72757,-119.79175,CALIFORNIA,2011,93706,CALIFORNIA DAIRIES INC FRESNO,POINT (-2083214.329194053 1782371.6259727175),no,192300.1015731601
5855 3rd St SE,JAMESTOWN,16.0,STUTSMAN,1006865,CH4,METHANE,46.908056,-98.623611,NORTH DAKOTA,2011,58401,CAVENDISH FARMS,POINT (-200718.9082923718 2660285.5707653323),no,468473.2091055066
1501 BUSINESS LOOP 70 E,COLUMBIA,699.704,BOONE,1000709,N2O,NITROUS OXIDE,38.9658,-92.3175,MISSOURI,2011,65205,COLUMBIA,POINT (316034.84249464533 1777200.7693861283),no,182092.4868627803
590 PLANT ROAD,DRESDEN,321.75,YATES,1000774,CH4,METHANE,42.6789,-76.9483,NEW YORK,2011,14441,GREENIDGE GENERATION LLC,POINT (1541718.0950275965 2341880.412050822),no,324984.7634615082
125 ELECTRIC AVE,DOVER,1.0,KENT,1001114,CH4,METHANE,39.15,-75.5466,DELAWARE,2011,19904,VAN SANT,POINT (1737832.4400762778 1979458.8740240152),no,92971.69879452698
2537 FIR ROAD,SARCOXIE,41503.3,JASPER,1001046,CO2,CARBON DIOXIDE,37.1385,-94.1041,MISSOURI,2011,64862,EMPIRE DISTRICT ELEC CO ENERGY CTR,POINT (166822.94604619144 1567939.5272221817),no,225914.10938406156
925 LOOPERS BRIDGE ROAD,DALTON,568.25,MURRAY,1000801,CH4,METHANE,34.7094,-84.9182,GEORGIA,2011,30721,THOMAS A. SMITH ENERGY FACILITY,POINT (1004603.6775353716 1352931.5005009656),no,115132.22742191063
6101 TACONY STREET,PHILADELPHIA,16.39,PHILADELPHIA,1005979,N2O,NITROUS OXIDE,40.01463,-75.05434,PENNSYLVANIA,2011,19135,NEWMAN & CO,POINT (1757802.81039186 2083117.8462584328),yes,0.0
2160 S FIRST AVE,MAYWOOD,34660.6,COOK,1005287,CO2,CARBON DIOXIDE,41.8583,-87.83539,ILLINOIS,2011,60153,LOYOLA UNIVERSITY MEDICAL CENTER,POINT (672206.0818984978 2123953.648042808),no,12485.821407824038
667A Ruger Road,WEST POINT,21.25,ORANGE,1005512,CH4,METHANE,41.401197,-73.96508,NEW YORK,2011,10996,US MILITARY ACADEMY AT WEST POINT,POINT (1811928.6778516576 2254914.7596682855),no,62248.94068135293
16503 RAMSEY RD.,CROSBY,17.25,HARRIS,1005467,CH4,METHANE,29.9222,-95.0544,TEXAS,2011,77532,KMCO  LLC,POINT (91223.93253191111 761195.7508660762),no,35621.53847508665
11427 Firebaugh Blvd.,FIREBAUGH,9537.8,MADERA,1001698,CO2,CARBON DIOXIDE,36.861245,-120.338404,CALIFORNIA,2011,93622,MADERA POWER  LLC,POINT (-2126246.8246588646 1808977.6959273343),no,141786.5489118678
155 Randolph Road,SAINT PAUL,323694.1,RAMSEY,1000690,CO2,CARBON DIOXIDE,44.9331,-93.1075,MINNESOTA,2011,55102,HIGH BRIDGE,POINT (227956.04976920836 2441745.0011285483),no,13077.454396770925
253 PLANT ALLEN RD.,BELMONT,20153.74,GASTON,1000830,N2O,NITROUS OXIDE,35.1897,-81.0122,NORTH CAROLINA,2011,28012,G G ALLEN,POINT (1347702.420978708 1454522.1831395891),no,16553.832662743676
7743 E. ADAMS ST.,PARAMOUNT,28816.6,LOS,1005150,CO2,CARBON DIOXIDE,33.89479,-118.16474,CALIFORNIA,2011,90723,CARLTON FORGE WORKS,POINT (-2016712.102924206 1439471.5479407853),no,33065.240189746
16815 OLD BEATTYS FORD RD.,GOLD HILL,250.0,ROWAN,1005299,CH4,METHANE,35.50767,-80.3297,NORTH CAROLINA,2011,28071,CAROLINA STALITE COMPANY,POINT (1402686.185263945 1499524.815914818),no,56185.93711834882
800 N. RICE AVE.,OXNARD,185.058,VENTURA,1002152,N2O,NITROUS OXIDE,34.20915,-119.14208,CALIFORNIA,2011,93030,PROCTER & GAMBLE PAPER PRODUCTS,POINT (-2095439.7246131639 1494758.3605129314),no,68114.4567427697
800 N. RICE AVE.,OXNARD,156.25,VENTURA,1002152,CH4,METHANE,34.20915,-119.14208,CALIFORNIA,2011,93030,PROCTER & GAMBLE PAPER PRODUCTS,POINT (-2095439.7246131639 1494758.3605129314),no,68114.4567427697
100 CROMBY ROAD,PHOENIXVILLE,567.75,CHESTER,1000896,CH4,METHANE,40.1514,-75.5306,PENNSYLVANIA,2011,19460,CROMBY,POINT (1715186.2856407128 2089377.0374481229),no,37197.53460153767
175 NORTHEAST 6TH AVENUE,ONTARIO,20.0,MALHEUR,1006018,CH4,METHANE,44.031306,-116.956417,OREGON,2011,97914,KRAFT HEINZ FOOD COMPANY,POINT (-1660436.945271519 2521633.2759413207),no,479910.16288461897
1 INTERNATIONAL DR.,FLAT ROCK,30.15202728973434,WAYNE,1001722,N2O,NITROUS OXIDE,42.10247,-83.24356,MICHIGAN,2011,48134,FORD MOTOR COMPANY - FLAT ROCK ASSEMBLY PLANT,POINT (1044741.9107103656 2192598.29757183),no,33479.78086821647
696 BLACK BRANCH RD,MALVERN,436589.5,HOT,1000815,CO2,CARBON DIOXIDE,34.2963,-92.8683,ARKANSAS,2011,72104,HOT SPRING ENERGY FACILITY,POINT (286014.44463746337 1252809.587916306),no,278900.4584058253
606 De La Fuente Court,SAN DIEGO,458.92,SAN,1000796,N2O,NITROUS OXIDE,32.5733,-116.9153,CALIFORNIA,2011,92154,OTAY MESA ENERGY CENTER  LLC,POINT (-1937134.0992091428 1269720.092568802),yes,0.0
164 WEST MAGNOLIA BOULEVARD,BURBANK,3.576,LOS,1001003,N2O,NITROUS OXIDE,34.1775,-118.3147,CALIFORNIA,2011,91502,OLIVE,POINT (-2022754.5606833443 1473393.9655063248),no,11012.437779827002
802 Alumni Drive,FAIRBANKS,133651.4,FAIRBANKS,1005509,CO2,CARBON DIOXIDE,64.853667,-147.824528,ALASKA,2011,99775,UNIVERSITY OF ALASKA FAIRBANKS,POINT (-2803276.534067162 5308398.670333845),no,2445316.198612105
2050 STATE RD,LANCASTER,1073.4,LANCASTER,1002215,BIOCO2,BIOGENIC CO2,40.0879,-76.3847,PENNSYLVANIA,2011,17604,KELLOGG LANCASTER CEREAL PLT,POINT (1646118.8848033892 2067315.2978823234),no,89866.35473936639
843 DAVIS STREET,LIVINGSTON,18.75,MERCED,1002205,CH4,METHANE,37.39015,-120.72626,CALIFORNIA,2011,95334,FOSTER FARMS LIVINGSTON COMPLEX,POINT (-2144121.926084339 1874994.595046082),no,98938.85363247606
45 RIBAUD AVENUE EAST,SILVER SPRINGS,273.25,WYOMING,1002333,CH4,METHANE,42.657389,-78.076111,NEW YORK,2011,14550,MORTON SALT  INC.,POINT (1452022.6525294185 2321757.142417336),no,293837.07225417637
6055 BUSH RIVER ROAD,COLUMBIA,3049.75,LEXINGTON,1000909,CH4,METHANE,34.0533,-81.2178,SOUTH CAROLINA,2011,29212,MCMEEKIN,POINT (1349054.8457771288 1326066.6705247737),no,133896.8791728441
970 N 4335 Rd.,FORT TOWSON,2775349.9,CHOCTAW,1001064,CO2,CARBON DIOXIDE,34.0158,-95.3206,OKLAHOMA,2011,74735,HUGO,POINT (62283.65110322988 1216964.9098536624),no,190997.05458555536
950 N DIVISION ST,CARSON CITY,144339.5,MONTCALM,1000809,CO2,CARBON DIOXIDE,43.1864,-84.8429,MICHIGAN,2011,48811,RENAISSANCE POWER,POINT (900212.7472242662 2296426.4552372587),no,167614.79976357496
HWY 189 7 MILES SW KEMMERER,KEMMERER,25572.87,LINCOLN,1000991,N2O,NITROUS OXIDE,41.7572,-110.5986,WYOMING,2011,83101,NAUGHTON,POINT (-1200410.6281223176 2176131.155234597),no,155868.47236076475
1097 N 950 W,OWENSVILLE,80425.73,GIBSON,1001030,N2O,NITROUS OXIDE,38.3722,-87.7661,INDIANA,2011,47665,GIBSON,POINT (711689.6496914605 1735393.3256977776),no,209950.28631725293
82 Georgia Feed Drive,CUTHBERT,2191.1,RANDOLPH,1004987,BIOCO2,BIOGENIC CO2,31.770884,-84.734284,GEORGIA,2011,39840,GEORGIA FEED PRODUCTS CO,POINT (1059994.4021106598 1029161.3397529018),no,224107.65866864784
407 CHARLES ST.,MIDDLETOWN,46241.4,BUTLER,1004982,CO2,CARBON DIOXIDE,39.51827,-84.390926,OHIO,2011,45042,GRAPHIC PACKAGING INT INC,POINT (986526.8275199003 1893326.9545739603),no,43376.8714880183
5301 EISENHOWER AVENUE,ALEXANDRIA,106157.8,ALEXANDRIA,1001813,CO2,CARBON DIOXIDE,38.80137,-77.12859,VIRGINIA,2011,22304,COVANTA ALEXANDRIA/ARLINGTON  INC,POINT (1612973.691152515 1913325.0052226891),no,15077.741651253162
2250 CIRCLE DR,CLEVELAND,141513.4,CUYAHOGA,1001921,CO2,CARBON DIOXIDE,41.50329,-81.6039,OHIO,2011,44106,MEDICAL CENTER COMPANY,POINT (1188175.9120519774 2145501.6808131165),yes,0.0
1375 Fort Martin Road,MAIDSVILLE,4345.734,MONONGALIA,1000782,N2O,NITROUS OXIDE,39.7078,-79.9588,WEST VIRGINIA,2011,26541,LONGVIEW POWER,POINT (1356512.1853063854 1968994.757387759),no,82016.63513441908
3001 Miller Road,DEARBORN,34.25786184669901,WAYNE,1005668,N2O,NITROUS OXIDE,42.3025,-83.154167,MICHIGAN,2011,48121,FORD MOTOR COMPANY - FORD ROUGE SITE,POINT (1049003.989294564 2215750.752077809),no,9989.293527842161
143 FIBERBOARD RD,SHIPPENVILLE,53240.7,CLARION,1006313,BIOCO2,BIOGENIC CO2,41.233101,-79.41674,PENNSYLVANIA,2011,16254,CLARION BOARDS/CLARION PLT,POINT (1372229.6833187183 2145121.1028210507),no,100422.22970935689
143 FIBERBOARD RD,SHIPPENVILLE,458.25,CLARION,1006313,CH4,METHANE,41.233101,-79.41674,PENNSYLVANIA,2011,16254,CLARION BOARDS/CLARION PLT,POINT (1372229.6833187183 2145121.1028210507),no,100422.22970935689
6089 SOUTH HWY 25,SUTHERLAND,2412.0,LINCOLN,1006589,CH4,METHANE,41.0808,-101.1408,NEBRASKA,2011,69165,GERALD GENTLEMAN STATION,POINT (-428270.3365812191 2019624.530590212),no,347175.8392731581
12187 E 950TH ST,ROBINSON,667.222,CRAWFORD,1005939,N2O,NITROUS OXIDE,38.98981,-87.72006,ILLINOIS,2011,62454,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,POINT (709635.2852770601 1804701.6958277004),no,160740.2801693609
863 E. MEADOW RD.,EDEN,542.956,ROCKINGHAM,1006239,N2O,NITROUS OXIDE,36.51511,-79.71582,NORTH CAROLINA,2011,27288,MILLERCOORS LLC - EDEN BREWERY,POINT (1437870.6999784003 1619924.9312523718),no,122441.2929858878
863 E. MEADOW RD.,EDEN,312.75,ROCKINGHAM,1006239,CH4,METHANE,36.51511,-79.71582,NORTH CAROLINA,2011,27288,MILLERCOORS LLC - EDEN BREWERY,POINT (1437870.6999784003 1619924.9312523718),no,122441.2929858878
14660 Dixie Highway,LOUISVILLE,46521.376,JEFFERSON,1006510,N2O,NITROUS OXIDE,38.0531,-85.91,KENTUCKY,2011,40272,MILL CREEK,POINT (875362.7189538024 1715290.2022062195),no,171898.1047027379
17042 State Highway 60 South,BAY CITY,16.39,MATAGORDA,1006120,N2O,NITROUS OXIDE,28.7875,-95.943056,TEXAS,2011,77414,EQUISTAR CHEMICALS LP MATAGOR DA FACILITY,POINT (5568.930006134489 635013.5626582468),no,123057.74707999629
200 E 5TH ST,AMES,2217.716,STORY,1005802,N2O,NITROUS OXIDE,42.0247,-93.6069,IOWA,2011,50010,AMES,POINT (196780.97845524419 2116153.1213696348),no,329117.33763139753
18693 Boca Raton Heights,FOUNTAIN,120.094,EL,1007383,N2O,NITROUS OXIDE,38.5569,-104.6875,COLORADO,2011,80817,FOUNTAIN VALLEY POWER PLANT,POINT (-748899.8561289366 1759499.567027883),no,136022.45544656937
197 Ivanhoe Texaco Lane,FRANKLIN,8.642,ST.,1007463,N2O,NITROUS OXIDE,29.784471,-91.73295,LOUISIANA,2011,70538,GULFPORT ENERGY CORP WCBB TANK BATTERY #1A,POINT (412205.17792796786 754718.6582512417),no,353226.79581978003
2600 SHORELINE BLVD,MOUNTAIN VIEW,12.9,SANTA,1005910,CO2,CARBON DIOXIDE,37.43319,-122.08271,CALIFORNIA,2011,94043,CITY OF MOUNTAIN VIEW (SHORELINE LANDFILL),POINT (-2257549.7644051053 1911060.770115262),no,25352.671024250045
7300 CPL Road,LAREDO,54506.7,WEBB,1006725,CO2,CARBON DIOXIDE,27.5667,-99.5083,TEXAS,2011,78041,LAREDO,POINT (-347999.72395082295 506566.5150013974),no,230873.425053827
3972 Ward Road  Suite 101,INDIAN HEAD,232.75,CHARLES,1005937,CH4,METHANE,38.5966,-77.181599,MARYLAND,2011,20640,US NAVY NAVAL SUPPORT FACILITY INDIAN HEAD,POINT (1613017.6393344533 1889923.2161396253),no,37351.06946550904
600 AFG ROAD,CHURCH HILL,38.75,HAWKINS,1005824,CH4,METHANE,36.497,-82.77946,TENNESSEE,2011,37642,AGC-GREENLAND FLATGLASS PLANT,POINT (1169588.9014131061 1575887.6479767126),no,226404.0181677746
600 AFG ROAD,CHURCH HILL,93378.5,HAWKINS,1005824,CO2,CARBON DIOXIDE,36.497,-82.77946,TENNESSEE,2011,37642,AGC-GREENLAND FLATGLASS PLANT,POINT (1169588.9014131061 1575887.6479767126),no,226404.0181677746
5931 E MARGINAL WY S,SEATTLE,18.476,KING,1006572,N2O,NITROUS OXIDE,47.548056,-122.336944,WASHINGTON,2011,98134,CERTAINTEED GYPSUM SEATTLE,POINT (-1970100.8444779995 3003034.845236092),yes,0.0
74965 RD 435,LEXINGTON,2.682,GOSPER,1006660,N2O,NITROUS OXIDE,40.6941,-99.7005,NEBRASKA,2011,68850,CANADAY,POINT (-310039.9228319595 1970771.1039483903),no,448810.56014599523
331 SOUTHWEST CUTOFF,MILLBURY,190045.0,WORCESTER,1006267,CO2,CARBON DIOXIDE,42.2207,-71.7673,MASSACHUSETTS,2011,1527,WHEELABRATOR MILLBURY INC,POINT (1965773.4042110473 2387592.244229037),no,52924.021988278684
2400 INDUSTRIAL DRIVE,SIDNEY,144.5,SHELBY,1005694,CH4,METHANE,40.27555,-84.19473,OHIO,2011,45365,CARGILL INC SOY PROCESSING PLANT *,POINT (992600.5290950915 1979580.925213428),no,107161.99062915586
5353 BROADMOOR AVENUE SE,KENTWOOD,43324.6,KENT,1006027,CO2,CARBON DIOXIDE,42.86432,-85.552903,MICHIGAN,2011,49508,STEELCASE INC - KENTWOOD COMPLEX,POINT (847112.0375183155 2254152.8246982326),no,197164.04670081285
1 USG Road,SWEETWATER,45251.5,NOLAN,1006965,CO2,CARBON DIOXIDE,32.4915,-100.3614,TEXAS,2011,79556,UNITED STATES GYPSUM COMPANY OF SWEETWATER,POINT (-407499.3923985322 1055919.3529396069),no,337012.0960331307
HUGULEY INDUSTRIAL PARK 3502 43RD STREET SOUTH WES,LANETT,22555.2,CHAMBERS,1005919,CO2,CARBON DIOXIDE,32.836519,-85.215733,ALABAMA,2011,36863,KNAUF INSULATION GMBH,POINT (1001442.2002022082 1141933.816552235),no,126838.45038710689
2651 BLACKBRIDGE ROAD,YORK,4489.37,YORK,1006647,N2O,NITROUS OXIDE,40.0017,-76.7175,PENNSYLVANIA,2011,17406,YORK COUNTY RESOURCE RECOVERY,POINT (1620524.2237666098 2052138.844439173),no,78553.32995583082
2651 BLACKBRIDGE ROAD,YORK,145487.0,YORK,1006647,CO2,CARBON DIOXIDE,40.0017,-76.7175,PENNSYLVANIA,2011,17406,YORK COUNTY RESOURCE RECOVERY,POINT (1620524.2237666098 2052138.844439173),no,78553.32995583082
369 MILL STREET,SHELDON SPRINGS,38191.9,FRANKLIN,1006423,CO2,CARBON DIOXIDE,44.909945,-72.976094,VERMONT,2011,5485,WESTROCK CONVERTING COMPANY - MISSISQUOI MILL,POINT (1797696.26406735 2654535.8996133283),no,326623.6173519143
43699 WEST PANOCHE ROAD,FIREBAUGH,7494.2,FRESNO,1006745,CO2,CARBON DIOXIDE,36.6531,-120.5797,CALIFORNIA,2011,93622,CALPEAK POWER - PANOCHE LLC,POINT (-2152821.5597316786 1791858.5169432885),no,133352.72105315805
22225 EAST 210 HIGHWAY,MISSOURI CITY,231.0,CLAY,1006318,CH4,METHANE,39.23118,-94.30836,MISSOURI,2011,64072,MO CITY PS,POINT (144677.02279764262 1802108.4492388074),no,24233.22770349425
3500 35TH AVENUE NORTH,BIRMINGHAM,40.0,JEFFERSON,1006585,CH4,METHANE,33.557464,-86.799671,ALABAMA,2011,35207,ERP COKE  L.L.C. COKE PLANT,POINT (847075.6212752856 1206569.2432263496),no,220160.16594199685
36597 HWY 30,GEISMAR,362579.3,ASCENSION,1006115,CO2,CARBON DIOXIDE,30.21023,-90.99085,LOUISIANA,2011,70734,AIR LIQUIDE AMERICA CORP.,POINT (481342.77798112266 805398.324025267),no,426434.4148333777
2ND AVE & 17TH STREET,HUNTINGTON,25.0,CABELL,1006972,CH4,METHANE,38.425484,-82.433269,WEST VIRGINIA,2011,25726,SWVA  INC.,POINT (1169262.83190168 1794117.9453731307),no,181184.41643366232
2ND AVE & 17TH STREET,HUNTINGTON,23.84,CABELL,1006972,N2O,NITROUS OXIDE,38.425484,-82.433269,WEST VIRGINIA,2011,25726,SWVA  INC.,POINT (1169262.83190168 1794117.9453731307),no,181184.41643366232
125 GLEAM STREET,WEST BABYLON,1957.75,SUFFOLK,1005870,CH4,METHANE,40.7349,-73.3836,NEW YORK,2011,11704,COVANTA BABYLON  INC.,POINT (1876436.7884175323 2193644.5304502673),no,34711.599420399405
11440 CEMETERY RD,RIGA,93672.9,LENAWEE,1004228,CO2,CARBON DIOXIDE,41.814436,-83.836092,MICHIGAN,2011,49276,GREEN PLAINS HOLDINGS II LLC,POINT (1000598.8563372275 2154276.616907518),no,87649.89608207696
11444 E Germann Rd,MESA,0.5,MARICOPA,1004038,CH4,METHANE,33.2853,-111.5863,ARIZONA,2011,85212,CMC STEEL ARIZONA,POINT (-1435804.501337379 1253147.942940125),no,56428.05879996097
9590 Technology Blvd,FORT WORTH,18.75,TARRANT,1004146,CH4,METHANE,32.61566,-97.328478,TEXAS,2011,76140,XTO - RISINGER STATION,POINT (-123969.88003899602 1061280.1829474522),no,55998.262018822265
8380 PEDRICK ROAD,DIXON,35261.2,SOLANO,1004205,CO2,CARBON DIOXIDE,38.47661,-121.80385,CALIFORNIA,2011,95620,CAMPBELL SOUP SUPPLY COMPANY  LLC DBA DIXON CANNING CORP.,POINT (-2202647.6874288474 2017133.128036698),no,30709.576986985026
501 CENTER ST.,STOCKERTOWN,606658.8,NORTHAMPTON,1006450,CO2,CARBON DIOXIDE,40.75037,-75.27114,PENNSYLVANIA,2011,18083,HERCULES CEMENT STOCKERTOWN PLT QUARRY,POINT (1722064.2420897451 2159594.625178595),no,83994.01760924117
200 MAIN AVE,DEPERE,464.88,BROWN,1004045,N2O,NITROUS OXIDE,44.44737,-88.06851,WISCONSIN,2011,54115,EXPERA SPECIALTY SOLUTIONS - NICOLET MILL,POINT (628955.6254342148 2410448.120665621),no,154525.10698770368
6350 NORTH TWIN CITY HIGHWAY,NEDERLAND,111430.3,JEFFERSON,1004714,CO2,CARBON DIOXIDE,30.013889,-94.029167,TEXAS,2011,77627,LUCITE BEAUMONT SITE,POINT (189908.74977624085 772885.302812191),no,133588.25081780934
1579 Underwood Road,FAYETTEVILLE,59.898,CUMBERLAND,1003495,N2O,NITROUS OXIDE,35.08573,-78.84788,NORTH CAROLINA,2011,28312,CARGILL  INC.,POINT (1542424.0363506554 1475964.869358607),no,85588.00371109441
1700 Tarver Rd,BURLESON,25.33,JOHNSON,1006592,N2O,NITROUS OXIDE,32.509272,-97.309817,TEXAS,2011,76028,XTO - FAT BOY STATION,POINT (-122392.12415058703 1049392.2200275415),no,59762.949705327184
19801 NORTH TATUM BOULEVARD,PHOENIX,1.25,MARICOPA,1006681,CH4,METHANE,33.66596,-111.9737,ARIZONA,2011,85050,SUMCO SOUTHWEST CORPORATION,POINT (-1464047.0207420127 1300985.8873251346),yes,0.0
285 HOLT ROAD,NORTH ANDOVER,279750.0,ESSEX,1004101,BIOCO2,BIOGENIC CO2,42.726075,-71.122203,MASSACHUSETTS,2011,1845,WHEELABRATOR NORTH ANDOVER INC.,POINT (2002297.4433837146 2455683.503125739),no,45628.61509103336
NCS,DEDEDO,358.196,GUAM,1004611,N2O,NITROUS OXIDE,13.541741,144.807727,GUAM,2011,96929,TANGUISSON POWER PLANT,POINT (-10392731.954726769 6524307.600352242),no,9129068.382720323
4831 US 42 W,GHENT,190889.0,GALLATIN,1005700,CO2,CARBON DIOXIDE,38.766667,-85.004167,KENTUCKY,2011,41045,NUCOR STEEL GALLATIN LLC,POINT (944378.6605424944 1803452.9878550689),no,59937.234072015985
5740 WEIL ROAD,MARION,462.198,GUADALUPE,1006040,N2O,NITROUS OXIDE,29.6237,-98.1395,TEXAS,2011,78124,GUADALUPE GENERATING STATION,POINT (-207133.13731702563 729965.6919911003),no,41276.22948681426
91-196 HANUA ST,KAPOLEI,34062.5,HONOLULU,1006105,BIOCO2,BIOGENIC CO2,21.310595,-158.10339,HAWAII,2011,96707,HAWAIIAN ELECTRIC COMPANY (HECO) CAMPBELL INDUSTRIAL PARK GENERATING STATION,POINT (-6147675.189557227 1900404.5386082234),no,3869893.8898772653
91-196 HANUA ST,KAPOLEI,17.4,HONOLULU,1006105,CO2,CARBON DIOXIDE,21.310595,-158.10339,HAWAII,2011,96707,HAWAIIAN ELECTRIC COMPANY (HECO) CAMPBELL INDUSTRIAL PARK GENERATING STATION,POINT (-6147675.189557227 1900404.5386082234),no,3869893.8898772653
16705 STATE RT 7 S,MARIETTA,146719.0,WASHINGTON,1004376,CO2,CARBON DIOXIDE,39.440458,-81.449872,OHIO,2011,45750,ERAMET MARIETTA INC. (0684020006),POINT (1236027.9013068464 1919082.182773822),no,144087.88898400465
9321 E Farm-to-Market Rd 917,ALVARADO,23.84,JOHNSON,1004392,N2O,NITROUS OXIDE,32.399551,-97.200581,TEXAS,2011,76009,WALNUT CREEK COMPRESSOR STATION,POINT (-112340.00171323562 1037023.9257167238),no,59755.433661956
12801 Mariposa Street,TRONA,714977.0,SAN,1004830,CO2,CARBON DIOXIDE,35.7655,-117.3821,CALIFORNIA,2011,93562,ACE COGENERATION COMPANY,POINT (-1900043.4402925312 1627137.3983632256),no,196223.01607167936
3661 Tinsley Lane,FORT WORTH,12.5,TARRANT,1004142,CH4,METHANE,32.95337,-97.439965,TEXAS,2011,76179,XTO - MIDPT STATION,POINT (-133801.91105438577 1099103.8837756435),no,65116.38553646725
701 LIMA AVE.,FINDLAY,27148.0,HANCOCK,1004220,CO2,CARBON DIOXIDE,41.02793,-83.65937,OHIO,2011,45840,COOPER TIRE AND RUBBER CO *,POINT (1026454.40083562 2068857.7540583743),no,129698.54518805195
6500 GLADES CUT-OFF ROAD,FORT PIERCE,27517.2,ST.,1004369,CO2,CARBON DIOXIDE,27.377982,-80.392872,FLORIDA,2011,34981,TROPICANA MANUFACTURING COMPANY INC,POINT (1544924.5184237773 606479.0836045933),no,153069.3429444965
6249 County Rd 1228,GODLEY,20.86,JOHNSON,1005794,N2O,NITROUS OXIDE,32.39568,-97.49239,TEXAS,2011,76044,GODLEY COMPRESSOR STATION,POINT (-139649.72015765213 1036979.2532386854),no,80976.58549809169
6249 County Rd 1228,GODLEY,18.75,JOHNSON,1005794,CH4,METHANE,32.39568,-97.49239,TEXAS,2011,76044,GODLEY COMPRESSOR STATION,POINT (-139649.72015765213 1036979.2532386854),no,80976.58549809169
13179 N 100 E,ALEXANDRIA,92644.4,MADISON,1006114,CO2,CARBON DIOXIDE,40.29824,-85.65283,INDIANA,2011,46001,POET BIOREFINING ALEXANDRIA,POINT (870244.823427657 1967814.5512040323),no,71748.70206130744
631 COUNTY ROAD 101,CAMPBELL,317673.0,DUNKLIN,1006116,CO2,CARBON DIOXIDE,36.5852,-90.1779,MISSOURI,2011,63933,ST. FRANCIS POWER PLANT,POINT (515803.96957271476 1520087.9411517952),no,166401.07877596666
100 CENTER ST,JOHNSONBURG,4958.25,ELK,1005706,CH4,METHANE,41.4908,-78.6767,PENNSYLVANIA,2011,15845,DOMTAR PAPER COMPANY  LLC,POINT (1427572.1592559202 2184411.162767985),no,160073.18659062122
851 WASHINGTON STREET,SCOTLAND,11.026,BON,1004103,N2O,NITROUS OXIDE,43.1468,-97.7264,SOUTH DAKOTA,2011,57059,POET RESEARCH CENTER  INC.,POINT (-139688.07751475042 2240368.490181586),no,409559.9237828817
851 WASHINGTON STREET,SCOTLAND,9.25,BON,1004103,CH4,METHANE,43.1468,-97.7264,SOUTH DAKOTA,2011,57059,POET RESEARCH CENTER  INC.,POINT (-139688.07751475042 2240368.490181586),no,409559.9237828817
GANTT\S QUARRY- 1301 Gene Stewart Blvd,SYLACAUGA,14.5,TALLADEGA,1004597,CH4,METHANE,33.16445,-86.29805,ALABAMA,2011,35150,IMERYS CARBONATES LLC,POINT (897575.9457734089 1167505.874289188),no,185644.27982708724
429 Cedar Creek Road,SPRINGFIELD,17.284,CONWAY,1003822,N2O,NITROUS OXIDE,35.42585,-92.820899,ARKANSAS,2011,72157,STURGEON CPF-1,POINT (286115.62764652015 1379243.1614249777),no,259916.44521969985
550 W US HIGHWAY 50,CANON CITY,1653.9,FREMONT,1005974,N2O,NITROUS OXIDE,38.4347,-105.2507,COLORADO,2011,81212,BLACK HILLS ELECTRIC- W.N. CLARK STATION,POINT (-798632.5525903831 1750449.082434694),no,152189.4413043614
119 BIRDSEYE STREET,CLYDE,12.25,SANDUSKY,1006126,CH4,METHANE,41.30931,-82.98139,OHIO,2011,43410,WHIRLPOOL CORP,POINT (1078200.6292385003 2107588.107577179),no,109556.71100927786
325 S WASHINGTON RD,TURLOCK,0.596,STANISLAUS,1003831,N2O,NITROUS OXIDE,37.489917,-120.903595,CALIFORNIA,2011,95380,WALNUT POWER PLANT,POINT (-2156250.604292449 1889808.5896063568),no,85476.05539310578
